3,4
3,1
3,2
3,2
3,1
3,1
3,1
3,1
3,2
3,2
3,1
3,1
3,1
3,7
3,1
3,1
3,1
3,1
3,1
3,0
3,2
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
300,1
300,1
300,2
300,1
300,1
300,1
300,1
300,1
300,2
300,2
300,2
300,2
300,1
300,1
300,1
300,2
300,1
300,3
300,1
300,1
300,1
300,1
300,1
300,1
300,2
300,2
300,2
300,2
300,1
300,1
3000,4
3000,4
3000,4
3000,5
3000,5
3000,4
3000,5
3000,4
3000,5
3000,4
3000,5
3000,5
3000,4
3000,4
3000,5
3000,4
3000,4
3000,4
3000,6
3000,10
3000,9
3000,9
3000,12
3000,8
3000,9
3000,9
3000,9
3000,31
3000,5
3000,5
30000,35
30000,39
30000,35
30000,35
30000,35
30000,35
30000,34
30000,35
30000,34
30000,45
30000,37
30000,35
30000,35
30000,35
30000,35
30000,35
30000,35
30000,35
30000,36
30000,35
30000,35
30000,36
30000,35
30000,35
30000,39
30000,35
30000,35
30000,35
30000,35
30000,36
300000,704
300000,1730
300000,3201
300000,3395
300000,3886
300000,4409
300000,4903
300000,5554
300000,6509
300000,7012
300000,7535
300000,8240
300000,9071
300000,91963
00000,10003
300000,10817
300000,10987
300000,11311
300000,11400
300000,11624
300000,11744
300000,12083
300000,12339
300000,12374
300000,12411
300000,12756
300000,12716
300000,12871
300000,12826
300000,12937
3000000,50603
3000000,50754
3000000,50921
3000000,50889
3000000,51134
3000000,50760
3000000,50762
3000000,50761
3000000,49824
3000000,50393
3000000,50900
3000000,50393
3000000,51168
3000000,50844
3000000,49957
3000000,49423
3000000,49933
3000000,49771
3000000,51038
3000000,50361
3000000,50048
3000000,49203
3000000,50994
3000000,48754
3000000,49135
3000000,49639
3000000,48775
3000000,48959
3000000,48516
3000000,48698
